umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
34.0,Laki-laki,Pegawai swasta,Palu,5.031.989.149.206.850,1.0,1,4.871.220.433.673.910,17.952.114.130.929.400,Merpati,1.0,S1,8.0,7.945.491.777.371.630
25.0,Laki-laki,Pegawai swasta,Gorontalo,8.807.372.829.294.850,1.0,0,5.597.238.892.969.680,1.650.716.024.716.070,Deadbuoy,1.0,SMA,8.0,5.677.358.078.970.560
56.0,Perempuan,PNS,Manado,8.757.460.292.914.130,1.0,0,4.520.524.666.980.440,16.390.949.892.917.000,Shoulder & Head,0.0,S1,9.0,7.144.028.959.672.220
39.0,Perempuan,Freelance,Jayapura,8.117.920.395.682.670,1.0,0,5.042.756.609.486.120,1.566.984.414.792.450,Deadbuoy,1.0,S1,10.0,44.352.204.508.542.500
46.0,Laki-laki,Pegawai swasta,Pangkalpinang,1.872.355.666.319.510,1.0,0,52.446.053.829.840.800,13.115.491.009.941.700,Pantone,0.0,S1,1.0,4.533.653.481.207.530
40.0,Laki-laki,Freelance,Kendari,914.236.507.893.927,1.0,1,6.770.186.896.178.420,1.776.906.100.269.410,Shoulder & Head,1.0,S2,6.0,5.829.374.510.093.650
33.0,Perempuan,PNS,Pekanbaru,3.294.727.811.362.490,1.0,0,57.456.200.914.758.100,17.666.419.753.716.900,Deadbuoy,0.0,SMA,6.0,4.949.861.614.583.240
31.0,Laki-laki,Pegawai swasta,Jambi,8.389.549.657.787.730,1.0,0,6.027.052.260.975.790,15.346.522.574.003.100,Moonsilk,0.0,S1,5.0,4.578.375.209.345.630
40.0,Laki-laki,Pegawai swasta,Yogyakarta,76.907.622.802.234.700,1.0,0,6.993.493.536.360.640,16.413.281.622.008.500,Shoulder & Head,1.0,S1,3.0,46.055.627.709.001.300
40.0,Laki-laki,Pegawai swasta,Makassar,356.654.159.454.935,1.0,0,6.545.347.180.084.170,15.654.787.951.695.800,Merpati,1.0,S1,2.0,42.477.269.655.458.100
43.0,Laki-laki,PNS,Banda Lampung,12.944.545.450.279.100,1.0,1,5.165.828.634.364.490,16.766.102.793.658.100,Moonsilk,1.0,S1,10.0,1.0
41.0,Laki-laki,Pegawai swasta,Banda Aceh,5.522.168.487.505.100,1.0,0,60.726.840.227.390.500,15.510.911.311.028.100,Shoulder & Head,1.0,SMA,7.0,5.925.255.052.170.590
36.0,Laki-laki,PNS,Mataram,6.910.021.789.275.260,1.0,0,47.971.933.273.692.800,16.197.188.872.595.700,Merpati,1.0,S1,7.0,69.485.263.271.182
45.0,Laki-laki,Pegawai swasta,Kupang,23.989.876.827.800.400,1.0,0,859.372.148.257.589,19.074.042.580.840.600,Shoulder & Head,0.0,S1,1.0,5.097.858.119.846.790
38.0,Laki-laki,Pegawai swasta,Jakarta,18.961.747.236.250.400,1.0,0,6.116.894.830.087.940,1.668.306.101.118.080,Shoulder & Head,1.0,SMA,7.0,6.084.846.763.083.040
57.0,Laki-laki,PNS,Denpasar,472.855.455.475.145,1.0,0,5.718.586.085.048.020,1.641.691.582.873.500,,0.0,S1,6.0,6.898.199.458.230.600
37.0,Laki-laki,PNS,Denpasar,5.631.659.168.457.520,1.0,0,5.569.937.161.347.980,17.986.150.129.802.600,Shoulder & Head,1.0,S1,2.0,49.195.210.567.653.800
50.0,Laki-laki,Freelance,Mataram,3.578.369.951.708.120,1.0,,4.515.271.422.246.010,15.218.189.106.990.700,Shoulder & Head,1.0,SMA,,4.941.633.293.222.740
51.0,Perempuan,,Palembang,5.880.011.984.960.510,1.0,1,4.768.008.422.538.680,16.879.639.600.677.300,Shoulder & Head,1.0,S2,10.0,9.453.101.507.031.620
32.0,Laki-laki,PNS,Sofifi,8.171.641.080.688.920,1.0,0,5.302.088.446.302.650,16.344.222.533.074,Shoulder & Head,0.0,S1,5.0,5.131.974.483.881.590
55.0,Perempuan,PNS,Palu,1.520.179.534.646.120,1.0,0,6.659.115.971.653.760,17.112.244.035.818.900,Deadbuoy,1.0,S1,10.0,8.038.826.206.975.420
34.0,Perempuan,Pengangguran,Sofifi,7.526.675.519.682.720,1.0,1,5.397.877.778.893.680,16.366.887.361.083.100,Deadbuoy,0.0,S1,2.0,7.614.222.080.796.920
39.0,Laki-laki,PNS,Tanjung Pinang,965.648.157.860.247,1.0,0,4.376.345.488.471.730,153.773.094.544.791,Pantone,1.0,S1,1.0,5.422.562.693.651.320
12.0,Laki-laki,PNS,Samarinda,5.597.385.811.995.150,0.0,1,4.576.925.663.196.140,16.435.607.425.994.000,Shoulder & Head,1.0,S1,7.0,687.101.754.482.044
34.0,Perempuan,Pegawai swasta,Semarang,11.889.223.545.387.900,1.0,1,6.139.258.589.362.630,16.836.467.721.581.000,Moonsilk,0.0,SD,3.0,5.031.282.931.279.200
36.0,Laki-laki,PNS,,11.826.360.796.439.400,1.0,0,6.037.944.201.520.060,16.972.076.690.333.000,Merpati,1.0,S1,2.0,49.127.790.645.308.100
35.0,Laki-laki,Pegawai swasta,Banjarmasin,4.864.296.738.189.300,1.0,1,5.482.888.210.776.930,15.140.946.433.221.700,Deadbuoy,0.0,S1,3.0,5.155.226.381.909.250
43.0,Laki-laki,Pegawai swasta,Ambon,10.995.135.938.160.600,1.0,0,59.089.072.929.402.300,1.591.953.945.825.500,Merpati,0.0,S2,2.0,4.999.448.588.604.900
33.0,Laki-laki,Freelance,,9.187.098.596.298.100,1.0,0,50.460.587.593.478.700,163.363.817.150.081,Deadbuoy,1.0,S2,6.0,2.996.264.703.639.980
49.0,Laki-laki,Freelance,Bengkulu,7.022.515.585.237.620,1.0,0,5.951.263.863.190.870,1.683.297.710.594.450,Merpati,1.0,SMA,3.0,4.869.886.539.893.640
44.0,Laki-laki,Pegawai swasta,Manado,1.690.353.730.406.240,1.0,,6.709.504.227.650.560,16.643.535.844.232.700,Merpati,0.0,SMA,3.0,5.461.648.379.582.210
44.0,Perempuan,Pegawai swasta,Tanjung Pinang,34.604.508.296.306.300,1.0,0,6.187.042.767.870.580,14.783.497.497.411.500,Deadbuoy,0.0,S1,9.0,5.296.726.507.573.730
61.0,Laki-laki,Pegawai swasta,Padang,7.533.308.186.158.590,1.0,0,5.171.181.310.633.230,16.156.264.659.964.200,Moonsilk,1.0,SD,4.0,6.947.076.805.535.620
26.0,Laki-laki,PNS,Serang,8.681.459.441.703.150,1.0,1,4.961.579.034.089.980,1.686.118.977.193.640,Deadbuoy,1.0,S1,8.0,796.900.993.456.709
33.0,Laki-laki,Freelance,Sofifi,6.351.419.267.519.360,1.0,0,852.815.813.158.678,18.630.819.367.365.000,Shoulder & Head,0.0,S1,4.0,29.578.571.366.236.000
39.0,Laki-laki,Pegawai swasta,Samarinda,8.293.512.091.414.770,1.0,0,4.760.665.277.170.030,16.408.239.408.301.400,Moonsilk,0.0,SMP,10.0,45.439.772.652.037.200
38.0,,Freelance,Tanjungselor,7.120.371.278.875.600,1.0,1,46.656.138.415.310.800,1.719.895.551.918.390,Pantone,1.0,S1,5.0,6.144.517.185.317.880
25.0,Laki-laki,Pegawai swasta,Semarang,6.077.856.813.341.670,1.0,0,49.366.690.207.713.100,1.604.162.203.998.400,Merpati,1.0,S1,3.0,42.231.438.075.863.900
45.0,Laki-laki,Pegawai swasta,Pangkalpinang,8.341.936.616.365.580,1.0,0,5.644.475.005.788.180,16.179.972.354.393.600,Merpati,0.0,S2,6.0,5.191.373.554.337.330
50.0,Laki-laki,Pegawai swasta,Samarinda,4.898.148.347.742.080,1.0,0,707.164.891.129.887,18.301.231.482.255.000,Pantone,1.0,S1,2.0,5.718.906.145.796.500
30.0,Laki-laki,,Bengkulu,6.098.079.715.731.680,1.0,0,47.152.289.927.770.200,17.975.675.259.414.300,Merpati,1.0,SMA,10.0,6.123.577.958.474.750
39.0,Laki-laki,PNS,Jayapura,10.215.804.306.325.500,1.0,0,51.693.184.540.542.600,16.733.734.327.637.700,Pantone,0.0,SMA,7.0,4.862.628.963.395.290
47.0,Laki-laki,Pegawai swasta,Banjarmasin,9.224.140.529.807.350,1.0,1,48.437.824.606.830.600,1.561.250.078.087.460,Deadbuoy,1.0,S2,8.0,8.716.859.752.472.160
49.0,Perempuan,PNS,Palu,8.001.090.399.749.220,1.0,0,463.587.190.108.366,1.539.435.376.485.980,Deadbuoy,1.0,SMA,2.0,5.098.458.674.133.280
39.0,Laki-laki,Pegawai swasta,Kendari,4.801.753.896.994.980,1.0,0,4.838.617.098.286.500,16.047.663.460.016.900,Pantone,0.0,S1,5.0,4.313.710.518.701.640
38.0,Perempuan,Pegawai swasta,Palangkaraya,1.678.367.680.737.990,1.0,0,7.968.173.793.736.150,18.233.851.005.879.300,Merpati,1.0,SMP,5.0,42.942.416.598.069.200
40.0,Laki-laki,PNS,Medan,12.293.406.558.617.600,1.0,0,6.002.483.366.948.040,1.609.417.900.912.180,Merpati,1.0,S1,8.0,6.288.624.278.168.960
12.0,Laki-laki,Pegawai swasta,Semarang,13.206.145.741.108.500,0.0,0,4.720.823.496.823.970,15.007.033.559.980.800,Shoulder & Head,1.0,S1,6.0,40.641.113.895.654.000
63.0,Perempuan,Pegawai swasta,Ambon,7.455.598.159.219.130,1.0,0,4.801.401.056.470.130,15.122.539.772.213.500,Merpati,0.0,SMP,6.0,5.323.775.922.108.690
50.0,Laki-laki,Pegawai swasta,Kendari,4.741.616.456.143.990,1.0,0,6.907.215.394.805.360,15.958.771.955.501.600,Shoulder & Head,1.0,S1,8.0,5.551.778.691.875.770
45.0,Laki-laki,PNS,Palembang,10.373.933.405.514.600,1.0,,53.650.138.154.300.400,1.495.203.648.961.510,Pantone,1.0,S1,4.0,6.568.627.611.342.670
34.0,Laki-laki,Pegawai swasta,Makassar,556.545.857.565.156,1.0,0,5.608.409.935.420.230,1.590.049.135.529.650,Moonsilk,1.0,S3,2.0,5.338.424.701.974.130
38.0,Laki-laki,PNS,Surabaya,8.064.908.493.113.400,1.0,0,7.227.315.694.069.360,18.444.661.159.807.400,Shoulder & Head,1.0,SMA,5.0,5.954.743.827.430.920
47.0,Perempuan,Freelance,Gorontalo,5.349.066.098.446.730,1.0,0,5.181.139.968.174.500,15.977.801.398.137.900,Moonsilk,1.0,S1,4.0,36.233.545.513.915.400
36.0,Laki-laki,PNS,Jambi,8.911.968.666.624.460,1.0,0,4.647.666.276.205.880,14.500.233.131.191.800,Merpati,0.0,S1,10.0,6.525.161.465.886.850
32.0,Perempuan,Pegawai swasta,Palangkaraya,1.273.228.855.419.120,1.0,1,5.393.271.203.475.130,1.771.143.976.246.620,Merpati,1.0,SMA,2.0,5.676.577.099.728.360
19.0,Laki-laki,Pegawai swasta,Samarinda,10.048.962.592.341.600,0.0,0,675.358.318.275.307,18.894.327.312.534.500,Merpati,1.0,S1,8.0,3.912.031.775.427.530
35.0,Perempuan,Pegawai swasta,Gorontalo,9.668.641.320.515.770,1.0,0,54.155.317.013.227.100,17.929.633.468.456.000,Pantone,0.0,SMA,5.0,3.046.404.777.352.740
37.0,Laki-laki,Freelance,Banda Lampung,17.794.374.217.565.700,1.0,1,48.648.061.215.584.200,1.766.749.843.219.370,Merpati,1.0,S1,1.0,6.120.602.454.529.350
43.0,Laki-laki,Freelance,Jayapura,8.306.825.865.028.170,1.0,0,692.654.439.157.993,16.450.916.769.321.400,Moonsilk,1.0,S1,7.0,5.101.151.154.744.130
25.0,Perempuan,Freelance,Tanjungselor,10.931.506.247.016.300,1.0,0,45.046.464.691.526.300,1.748.639.979.234.420,Shoulder & Head,1.0,S1,6.0,28.542.328.166.938.200
,Laki-laki,PNS,Banda Aceh,15.040.947.432.031.800,1.0,0,5.304.026.746.406.180,16.819.879.573.330.100,Pantone,1.0,S1,8.0,836.244.203.092.842
28.0,,Pegawai swasta,Kendari,117.433.453.581.147,1.0,1,8.757.751.760.672.220,18.610.636.046.491.900,Shoulder & Head,1.0,S1,3.0,6.736.689.433.566.870
29.0,Laki-laki,PNS,Kendari,17.416.718.411.391.000,1.0,0,5.081.640.530.715.780,1.581.521.277.655.880,Merpati,0.0,S1,1.0,4.607.959.312.283.480
27.0,Laki-laki,Pengangguran,Denpasar,41.941.199.243.376.900,1.0,0,8.124.605.248.827.250,20.225.951.292.812.400,Deadbuoy,1.0,SMP,4.0,8.901.564.635.384.780
38.0,Laki-laki,Freelance,Bengkulu,91.837.918.583.093,1.0,0,622.141.330.622.232,16.957.063.103.045.000,Pantone,0.0,S1,3.0,2.535.181.505.730.760
42.0,Laki-laki,PNS,Kupang,7.996.731.417.163.820,1.0,0,48.075.337.036.728.800,17.069.336.432.975.200,Deadbuoy,0.0,SMA,2.0,4.884.200.045.249.880
7.0,Perempuan,Freelance,Semarang,8.380.266.044.901.230,0.0,0,6.500.023.766.279.140,1.714.291.099.617.780,Pantone,0.0,S1,2.0,1.315.800.995.137.550
35.0,Perempuan,PNS,Denpasar,10.618.464.374.529.400,1.0,0,5.516.120.659.624.110,17.128.900.092.904.200,Pantone,0.0,S1,1.0,38.346.334.751.920.700
37.0,Laki-laki,PNS,Pekanbaru,10.803.195.656.064.300,1.0,0,49.186.141.287.953.600,1.923.677.668.223.560,Deadbuoy,0.0,SMP,7.0,5.343.276.666.790.270
43.0,Laki-laki,Pegawai swasta,Bandung,5.301.805.293.057.720,1.0,0,5.038.363.158.005.170,14.630.768.775.609.400,Pantone,1.0,S1,5.0,5.854.800.798.532.790
39.0,Perempuan,PNS,Surabaya,13.896.900.578.825.400,1.0,0,48.876.545.214.185.000,1.560.060.589.232.720,Merpati,0.0,SMA,9.0,5.563.395.076.516.910
37.0,Laki-laki,Pegawai swasta,Medan,6.398.180.932.976.220,1.0,0,48.674.909.102.657.200,1.816.109.152.801.870,Pantone,1.0,SMA,4.0,46.263.093.077.540.300
43.0,Perempuan,Pegawai swasta,Kendari,36.631.049.376.011.400,1.0,0,57.789.597.906.858.200,17.192.913.210.448.100,Merpati,1.0,SMA,8.0,47.721.421.386.093.200
34.0,Perempuan,Pegawai swasta,Yogyakarta,5.623.521.942.804.890,1.0,0,58.022.161.569.026.000,18.311.116.267.042.200,Shoulder & Head,,SMP,9.0,5.264.699.206.704.470
34.0,Perempuan,Freelance,Samarinda,9.639.147.566.361.250,1.0,0,4.391.639.633.776.650,15.328.021.585.821.900,Deadbuoy,1.0,S1,10.0,3.459.785.462.481.500
40.0,Laki-laki,Pengangguran,Mataram,15.995.997.387.434.400,1.0,0,51.745.460.469.561.600,16.412.022.137.875.300,Merpati,,S1,7.0,9.578.208.660.690.550
37.0,Perempuan,Pegawai swasta,Pangkalpinang,514.417.518.420.934,1.0,0,7.253.727.803.190.420,16.249.839.454.000.700,Merpati,0.0,S1,7.0,34.592.400.893.123.400
41.0,Laki-laki,Pegawai swasta,Samarinda,6.583.551.716.681.080,1.0,1,4.453.046.381.160.660,1.609.694.506.735.650,Moonsilk,0.0,S1,8.0,7.039.625.055.729.490
26.0,Perempuan,Freelance,Serang,459.935.616.628.488,1.0,0,4.820.610.315.867.650,15.846.441.856.088.500,Shoulder & Head,0.0,,5.0,23.016.110.132.512.300
44.0,Perempuan,PNS,Serang,1.113.588.905.183.680,1.0,0,5.487.329.046.492.790,16.850.461.840.149.300,Shoulder & Head,0.0,SMA,,5.075.910.256.923.610
35.0,Laki-laki,PNS,Ambon,68.136.112.617.323.100,1.0,0,5.602.841.120.144.700,16.425.752.106.421.300,Pantone,1.0,SMA,8.0,7.071.879.731.408.280
36.0,Perempuan,Pegawai swasta,Manado,7.065.174.101.318.860,1.0,0,8.503.716.521.653.890,16.980.868.520.543.800,Merpati,0.0,S1,4.0,3.329.876.316.699.390
20.0,Laki-laki,PNS,Jambi,8.046.288.918.145.670,1.0,0,5.012.380.908.257.240,,Shoulder & Head,0.0,S1,9.0,6.039.814.335.240.660
16.0,Perempuan,Pegawai swasta,Mataram,11.053.692.376.085.000,0.0,1,5.549.764.402.609.600,16.537.862.560.643.000,Deadbuoy,1.0,S1,1.0,47.413.216.991.863.000
25.0,Perempuan,Freelance,Pekanbaru,420.893.053.674.265,1.0,0,5.256.474.138.649.650,16.534.932.961.746.500,Shoulder & Head,1.0,S3,1.0,9.277.258.819.402.180
37.0,Laki-laki,Pegawai swasta,Ambon,39.339.627.421.038.500,1.0,0,50.922.796.328.978.000,15.556.503.562.287.900,Moonsilk,1.0,S1,3.0,34.917.246.730.088.300
36.0,Perempuan,Freelance,Tanjungselor,9.927.415.237.559.290,1.0,0,455.744.274.639.791,153.235.983.792.464,Moonsilk,0.0,SMA,1.0,16.536.500.221.110.400
43.0,Laki-laki,Freelance,Pontianak,13.875.810.345.997.700,1.0,0,44.496.880.700.303.500,17.578.563.508.056.100,Pantone,0.0,S2,7.0,49.728.450.435.827.200
37.0,Laki-laki,,Denpasar,16.364.668.783.869.500,1.0,1,6.657.766.863.569.500,15.622.309.588.775.800,Moonsilk,1.0,S1,7.0,7.438.872.484.263.510
30.0,Perempuan,Freelance,Banda Aceh,11.194.113.462.724.400,1.0,0,489.965.432.072.493,1.514.988.925.992.220,Moonsilk,1.0,SMA,5.0,38.556.220.738.008.300
30.0,Laki-laki,Freelance,Samarinda,5.408.778.710.763.870,1.0,0,7.505.779.387.314.370,20.770.373.494.640.900,Moonsilk,1.0,SMA,7.0,3.872.160.202.741.820
51.0,Perempuan,Freelance,Surabaya,4.445.213.370.624.850,1.0,0,57.862.119.822.304.200,17.669.612.122.723.400,Moonsilk,1.0,S1,8.0,45.936.691.694.507.900
37.0,Perempuan,Freelance,Pekanbaru,14.602.723.832.655.000,1.0,0,678.040.366.898.791,16.490.647.272.070.200,Shoulder & Head,1.0,S1,6.0,36.099.406.719.274.300
50.0,Laki-laki,PNS,Manado,15.539.300.451.544.700,1.0,0,5.166.510.482.927.280,16.300.140.360.311.900,Shoulder & Head,0.0,S1,7.0,6.666.233.521.983.730
35.0,Laki-laki,Pegawai swasta,Manado,1.201.856.389.665.980,1.0,1,53.016.699.605.139.000,17.071.059.849.650.300,Shoulder & Head,1.0,S1,2.0,6.686.859.749.496.540
36.0,Laki-laki,Pegawai swasta,Sofifi,25.161.773.044.940.100,1.0,0,5.893.737.273.438.580,1.781.121.216.386.380,Merpati,0.0,SMA,3.0,39.150.336.197.078.800
35.0,Perempuan,Pengangguran,Makassar,,1.0,0,5.999.336.431.498.890,15.528.665.680.545.300,Merpati,0.0,S1,9.0,6.653.855.803.331.090
25.0,Perempuan,Pegawai swasta,Tanjung Pinang,5.137.063.205.214.080,1.0,0,7.680.955.476.461.010,1.773.805.347.676.070,Pantone,0.0,S1,6.0,25.657.132.361.158.200
45.0,Perempuan,Pegawai swasta,Manokwari,6.687.458.913.364.200,1.0,1,522.178.033.571.634,17.269.548.483.194.400,Shoulder & Head,1.0,S1,3.0,6.646.483.399.290.630
44.0,Laki-laki,PNS,Medan,4.701.531.585.027.270,1.0,1,5.405.710.203.134.910,16.754.497.963.618.000,Pantone,1.0,S1,8.0,9.380.600.286.238.630
57.0,Perempuan,Pegawai swasta,Banda Aceh,5.981.875.912.903.900,1.0,0,7.056.981.122.727.260,16.332.219.375.583.100,Merpati,0.0,S2,2.0,5.081.977.142.294.410
25.0,Laki-laki,PNS,Pekanbaru,9.163.209.693.992.740,1.0,1,5.246.094.592.903.610,1.645.869.268.966.050,Pantone,1.0,S1,3.0,7.559.613.139.526.580
37.0,Perempuan,PNS,Tanjung Pinang,30.385.998.881.292.700,1.0,1,4.836.208.602.424.610,15.874.874.512.205.000,Merpati,1.0,S1,6.0,753.356.098.323.997
41.0,Laki-laki,PNS,Denpasar,53.969.136.074.189.600,1.0,0,57.891.844.906.215.800,16.652.394.065.278.900,Moonsilk,0.0,SMP,5.0,6.273.445.568.494.840
48.0,Laki-laki,Pegawai swasta,Pekanbaru,11.782.518.765.693.400,1.0,1,44.360.938.756.337.700,15.911.382.824.284.600,Shoulder & Head,1.0,S1,5.0,7.483.104.064.085.400
32.0,Laki-laki,Freelance,Bengkulu,11.160.560.140.388.400,1.0,0,44.099.591.162.913.700,1.525.555.746.769.750,Pantone,0.0,S1,7.0,4.087.598.342.749.770
16.0,Laki-laki,PNS,Serang,7.274.482.511.981.840,0.0,0,6.466.652.242.153.230,16.614.034.968.900.500,Pantone,1.0,S1,1.0,37.269.981.534.463.500
55.0,Perempuan,Pegawai swasta,Palangkaraya,15.979.362.436.270.400,1.0,1,5.084.207.991.302.210,16.534.114.632.087.200,Pantone,0.0,S1,8.0,8.024.819.628.272.680
44.0,Laki-laki,Pengangguran,Gorontalo,46.309.329.257.996.400,,0,6.200.868.553.841.100,1.800.429.469.591.900,Merpati,0.0,SMP,8.0,8.655.508.400.717.220
48.0,Laki-laki,Pegawai swasta,Kendari,25.084.989.586.034.000,1.0,0,5.461.822.866.599.120,16.170.203.722.908.600,Merpati,0.0,SMA,8.0,6.945.839.983.134.700
32.0,Laki-laki,Pegawai swasta,Banjarmasin,13.314.448.399.799.300,1.0,0,4.650.841.710.854.110,15.542.592.423.954.200,Shoulder & Head,0.0,S1,1.0,33.583.225.971.411.800
41.0,Laki-laki,PNS,Palu,7.340.607.398.318.280,1.0,1,4.605.730.858.587.380,16.275.741.810.614.300,Merpati,0.0,S2,4.0,7.362.433.580.512.300
45.0,Perempuan,PNS,Pangkalpinang,101.605.802.566.821,1.0,0,6.713.616.504.564.600,18.570.645.843.339.500,Shoulder & Head,1.0,S1,4.0,5.415.282.961.954.710
27.0,Laki-laki,PNS,Mataram,6.446.732.821.198.660,1.0,0,53.401.934.536.434.600,1.628.498.886.572.440,Deadbuoy,1.0,SMA,6.0,6.429.200.078.711.210
44.0,Laki-laki,Freelance,Denpasar,881.443.269.888.071,1.0,0,6.816.638.290.612.810,1.739.495.418.697.600,Pantone,1.0,SMA,8.0,5.767.414.508.940.900
59.0,Laki-laki,Pegawai swasta,Pekanbaru,6.032.342.888.562.380,1.0,0,4.565.994.400.864.420,1.572.098.509.783.200,Moonsilk,0.0,S1,1.0,46.893.445.586.316.300
31.0,Perempuan,Pegawai swasta,Samarinda,3.224.965.487.902.870,1.0,1,4.777.435.484.015.970,17.986.920.261.527.900,Moonsilk,1.0,S1,2.0,535.648.663.510.314
29.0,Perempuan,,Padang,22.797.864.670.323.500,1.0,1,48.324.727.479.209.500,15.421.608.638.570.500,Shoulder & Head,1.0,SMA,7.0,8.355.081.340.764.130
44.0,Laki-laki,PNS,Sofifi,8.141.547.489.045.710,1.0,0,554.441.144.227.915,16.642.532.237.385.100,Shoulder & Head,,S1,10.0,938.366.321.178.013
36.0,Laki-laki,PNS,Palu,7.400.455.465.745.280,1.0,0,5.281.361.228.626.970,1.660.793.339.190.040,Deadbuoy,0.0,S1,4.0,46.481.207.129.997.400
32.0,Laki-laki,Pegawai swasta,Banjarmasin,6.650.286.865.271.060,1.0,0,8.364.860.344.594.350,17.585.782.105.820.000,Shoulder & Head,0.0,S1,9.0,4.529.618.109.270.660
53.0,Laki-laki,Freelance,Padang,5.700.106.676.708.460,1.0,0,4.587.216.054.508.920,15.510.254.835.580.900,Shoulder & Head,1.0,S1,7.0,659.670.774.874.975
54.0,Laki-laki,Pegawai swasta,Padang,3.797.859.279.397.950,1.0,0,45.088.481.245.853.700,16.816.515.040.929.200,Moonsilk,1.0,S1,4.0,6.496.832.760.185.080
41.0,Laki-laki,Pegawai swasta,Manado,4.712.387.300.105.990,1.0,1,5.483.633.860.154.820,17.394.476.611.738.800,Shoulder & Head,1.0,S3,3.0,77.456.595.667.311
41.0,Perempuan,PNS,Palu,77.944.516.079.425.200,1.0,,57.846.193.888.581.800,15.299.772.007.745.500,Shoulder & Head,1.0,S1,6.0,6.365.547.682.448.370
28.0,Laki-laki,PNS,Bandung,9.149.316.924.168.450,1.0,0,50.692.227.213.347.000,1.721.143.407.789.740,Deadbuoy,0.0,S1,7.0,5.309.957.349.740.790
27.0,Laki-laki,PNS,Banda Lampung,5.951.155.783.167.660,1.0,0,48.612.098.289.284.800,16.302.469.257.096.000,Pantone,0.0,S1,4.0,45.622.596.231.225.500
46.0,Laki-laki,PNS,Denpasar,8.670.382.448.558.890,1.0,0,62.798.200.756.432.400,17.265.688.030.100.200,Moonsilk,0.0,S2,8.0,655.712.543.745.283
22.0,Laki-laki,PNS,Medan,1.379.624.877.846.730,1.0,0,5.309.147.278.518.280,157.873.719.615.223,Shoulder & Head,1.0,SMP,8.0,6.852.901.515.061.540
25.0,Laki-laki,Freelance,Pontianak,7.308.842.235.376.420,1.0,0,5.369.169.705.739.930,16.285.152.122.849.300,Merpati,1.0,SMP,3.0,2.862.477.963.558.920
49.0,Laki-laki,Pegawai swasta,Ambon,8.209.953.271.445.210,1.0,0,47.082.407.897.388.800,1.744.482.448.308.760,Shoulder & Head,1.0,S1,10.0,6.908.766.395.525.910
44.0,Perempuan,PNS,Manokwari,27.597.949.405.941.100,1.0,1,6.611.155.067.661.030,17.698.774.718.595.900,Pantone,0.0,SMA,3.0,7.207.755.560.599.550
55.0,Perempuan,Pegawai swasta,Kendari,11.250.043.230.029.300,1.0,0,5.393.345.062.046.480,17.627.824.172.406.400,Pantone,1.0,S1,10.0,7.486.400.424.941.570
33.0,,Freelance,Makassar,4.315.547.552.226.690,1.0,0,47.959.454.172.759.400,14.273.121.193.937.900,Shoulder & Head,0.0,SMA,10.0,1.967.218.279.509.330
38.0,Laki-laki,Pegawai swasta,Denpasar,3.234.306.750.622.150,1.0,0,6.410.472.846.167.570,1.773.075.244.045.010,Shoulder & Head,0.0,S1,9.0,409.138.715.077.057
33.0,Laki-laki,PNS,Palangkaraya,16.203.730.652.161.200,1.0,1,55.696.618.998.779.500,173.823.964.401.039,Pantone,1.0,S1,,8.580.765.312.625.690
28.0,Laki-laki,PNS,Sofifi,14.482.820.106.869.300,1.0,0,495.185.579.869.831,17.113.883.161.333.000,Shoulder & Head,1.0,S1,4.0,5.874.343.697.864.280
31.0,Laki-laki,Pegawai swasta,Kupang,6.853.406.015.492.570,1.0,0,4.601.510.313.951.840,15.761.664.522.990.400,Shoulder & Head,0.0,S1,2.0,40.721.460.090.897.500
43.0,Laki-laki,Freelance,Kendari,9.091.642.245.780.420,1.0,1,54.868.880.354.886.400,17.312.102.729.346.900,Deadbuoy,0.0,SMP,8.0,5.988.301.026.106.440
22.0,Perempuan,Pegawai swasta,Medan,8.848.926.170.214.510,1.0,0,52.249.128.774.305.600,16.812.208.496.334.900,Moonsilk,0.0,SD,6.0,4.238.489.429.792.440
33.0,Laki-laki,PNS,,1.187.049.895.477.590,1.0,1,6.604.068.142.623.150,,Shoulder & Head,0.0,S1,1.0,6.871.076.197.728.110
40.0,Laki-laki,Pegawai swasta,Denpasar,6.673.144.909.637.880,1.0,0,5.086.323.661.726.210,1.711.182.956.896.540,Pantone,1.0,S1,3.0,5.230.845.609.209.450
29.0,Laki-laki,Pegawai swasta,Denpasar,7.927.931.034.894.610,1.0,0,5.487.975.196.751.480,18.498.461.129.760.400,Moonsilk,0.0,S1,4.0,43.541.496.201.374.400
31.0,Laki-laki,Freelance,Kupang,4.701.709.079.838.280,1.0,0,60.546.299.586.871.300,17.672.898.308.434.900,Shoulder & Head,1.0,S1,3.0,3.317.645.575.013.610
53.0,,PNS,Palangkaraya,1.948.819.498.977.470,1.0,0,5.420.763.085.058.070,17.714.718.719.418.800,Shoulder & Head,1.0,S1,6.0,7.674.429.135.362.570
34.0,Laki-laki,PNS,Palangkaraya,39.810.881.536.273.100,1.0,1,52.192.308.501.690.600,1.790.336.038.724.280,Deadbuoy,0.0,S1,9.0,6.552.749.225.175.560
48.0,Laki-laki,PNS,Banjarmasin,1.252.379.350.815.040,1.0,0,488.223.496.510.763,17.816.455.900.705.600,Deadbuoy,0.0,SMA,2.0,
